IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1006301,1917,Joe Jackson,CHW,27,146,538,621,162,120,20,17,5,91,75,57,,25,7,,19,,13,,0.301,,,,,,,,,,,0.092,0.04,2.28,0.375,0.429,0.805,0.128,0.309,,,,,,,,,0.388,31.4,91,27.3,9.0,16.4,-7.2,46.3,5.4,,6.4,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,-1.2,,27 - 27,26.1,1.9,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,108.0,53.0,115.0,130.0,171.0,112.0,,,,,,,,,,,,,,,,,,0,,,,,,5.4
1006715,1917,Benny Kauff,NYG,27,153,559,644,172,141,22,4,5,89,68,59,,54,5,,21,,30,,0.308,,,,,,,,,,,0.092,0.084,1.09,0.379,0.388,0.767,0.081,0.334,,,,,,,,,0.374,26.5,89,26.2,1.0,17.0,-3.9,44.6,5.3,,5.6,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,1.8,,27 - 27,28.0,2.4,,,,,,,,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,134.0,99.0,121.0,115.0,98.0,120.0,,,,,,,,,,,,,,,,,,0,,,,,,5.3
1002451,1917,Eddie Collins,CHW,30,156,564,689,163,133,18,12,0,91,67,89,,16,3,,33,,53,,0.289,,,,,,,,,,,0.129,0.023,5.56,0.389,0.363,0.752,0.074,0.297,,,,,,,,,0.369,26.3,93,21.6,-5.0,18.2,0.0,42.9,5.2,,7.1,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,6.0,,30 - 30,27.6,2.1,,,,,,,,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,152.0,30.0,119.0,110.0,99.0,107.0,,,,,,,,,,,,,,,,,,0,,,,,,5.2
1014444,1917,Heinie Zimmerman,NYG,30,150,585,620,174,138,22,9,5,61,102,16,,43,1,,18,,13,,0.297,,,,,,,,,,,0.026000000000000002,0.069,0.37,0.317,0.391,0.709,0.094,0.315,,,,,,,,,0.34,11.9,72,11.6,11.0,16.4,4.5,45.2,5.2,,5.4,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,-0.6,,30 - 30,11.0,2.3,,,,,,,,0.10300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,38.0,82.0,101.0,116.0,114.0,113.0,,,,,,,,,,,,,,,,,,0,,,,,,5.2
1011247,1917,Edd Roush,CIN,24,136,522,567,178,141,19,14,4,82,67,27,,24,5,,13,,21,,0.341,,,,,,,,,,,0.048,0.042,1.13,0.379,0.454,0.833,0.113,0.352,,,,,,,,,0.4,32.9,88,30.6,-3.0,15.0,-3.3,42.1,5.1,,6.8,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,0.6,,24 - 24,31.2,2.1,,,,,,,,0.09699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,70.0,50.0,121.0,134.0,138.0,126.0,,,,,,,,,,,,,,,,,,0,,,,,,5.1
1003977,1917,Happy Felsch,CHW,25,152,575,632,177,144,17,10,6,75,102,33,,52,6,,18,,26,,0.308,,,,,,,,,,,0.052000000000000005,0.08199999999999999,0.63,0.352,0.403,0.755,0.096,0.331,,,,,,,,,0.365,22.3,83,18.0,6.0,16.7,-3.8,40.4,4.7,,6.4,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.4,,25 - 25,19.5,2.0,,,,,,,,0.14400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,62.0,108.0,108.0,122.0,127.0,119.0,,,,,,,,,,,,,,,,,,0,,,,,,4.7
1002735,1917,Gavvy Cravath,PHI,36,140,503,590,141,84,29,16,12,70,83,70,,57,1,,16,,6,,0.28,,,,,,,,,,,0.11900000000000001,0.09699999999999999,1.23,0.369,0.473,0.842,0.193,0.297,,,,,,,,,0.404,36.0,93,30.8,-2.0,15.6,-6.9,37.8,4.6,,5.3,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9,-2.0,,36 - 36,28.8,2.2,,,,,,,,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,173.0,114.0,118.0,140.0,235.0,107.0,,,,,,,,,,,,,,,,,,0,,,,,,4.6
1008099,1917,Rabbit Maranville,BSN,25,142,561,613,146,111,19,13,3,69,43,40,,47,2,,10,,27,,0.26,,,,,,,,,,,0.065,0.077,0.85,0.312,0.357,0.668,0.096,0.28,,,,,,,,,0.324,5.1,64,4.6,5.0,16.2,8.8,39.1,4.6,,7.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,2.3,,25 - 25,6.9,2.3,,,,,,,,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,95.0,91.0,99.0,105.0,117.0,100.0,,,,,,,,,,,,,,,,,,0,,,,,,4.6
1012197,1917,Red Smith,BSN,27,147,505,585,149,110,31,6,2,60,62,53,,61,6,,21,,16,,0.295,,,,,,,,,,,0.091,0.10400000000000001,0.87,0.369,0.392,0.761,0.097,0.333,,,,,,,,,0.37,22.5,79,22.1,-12.0,15.5,4.5,32.0,4.1,,5.2,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,-0.3,,27 - 27,21.8,2.2,,,,,,,,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,132.0,123.0,118.0,116.0,118.0,119.0,,,,,,,,,,,,,,,,,,0,,,,,,4.1
1000453,1917,Frank Baker,NYY,31,146,553,613,156,124,24,2,6,57,71,48,,27,5,,7,,18,,0.282,,,,,,,,,,,0.078,0.044000000000000004,1.78,0.345,0.365,0.71,0.083,0.288,,,,,,,,,0.347,14.3,74,9.6,3.0,16.2,4.5,35.2,4.1,,3.8,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,0.0,,31 - 31,9.6,1.9,,,,,,,,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,92.0,58.0,106.0,111.0,111.0,104.0,,,,,,,,,,,,,,,,,,0,,,,,,4.1
1011238,1917,Braggo Roth,CLE,24,145,495,569,141,101,30,9,1,69,72,52,,73,2,,20,,51,,0.285,,,,,,,,,,,0.091,0.128,0.71,0.355,0.388,0.743,0.103,0.333,,,,,,,,,0.36,18.3,73,11.5,6.0,15.0,-6.7,34.6,4.0,,7.3,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,7.0,,24 - 24,18.5,1.8,,,,,,,,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,108.0,168.0,109.0,117.0,137.0,120.0,,,,,,,,,,,,,,,,,,0,,,,,,4.0
