IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1007965,1905,Sherry Magee,PHI,20,155,603,669,180,134,24,17,5,100,98,44,,,8,,14,,48,,0.299,,,,,,,,,,,0.066,,,0.354,0.42,0.774,0.121,,,,,,,,,,0.371,28.8,99,21.9,8.0,19.0,-7.7,49.9,5.5,,7.9,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4.9,,20 - 20,26.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,91.0,,109.0,122.0,150.0,,,,,,,,,,,,,,,,,,,0,,,,,,5.5
1008501,1905,Dan McGann,NYG,33,136,491,584,147,105,23,14,5,88,75,55,,,19,,19,,22,,0.299,,,,,,,,,,,0.094,,,0.391,0.434,0.825,0.134,,,,,,,,,,0.398,35.8,97,27.7,5.0,16.6,-4.2,48.2,5.3,,7.1,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.2,,33 - 33,27.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,131.0,,120.0,126.0,167.0,,,,,,,,,,,,,,,,,,,0,,,,,,5.3
1002748,1905,Sam Crawford,DET,25,154,575,631,171,117,38,10,6,73,75,50,,,3,,3,,22,,0.297,,,,,,,,,,,0.079,,,0.357,0.43,0.786,0.132,,,,,,,,,,0.377,29.6,96,29.4,2.0,17.9,-6.7,44.3,4.9,,5.9,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,0.1,,25 - 25,29.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,117.0,,116.0,133.0,175.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.9
1012564,1905,George Stone,SLB,28,155,635,694,189,144,25,13,7,78,52,44,,,5,,10,,27,,0.298,,,,,,,,,,,0.063,,,0.348,0.411,0.759,0.113,,,,,,,,,,0.364,26.8,100,29.8,0.0,19.7,-7.7,44.0,4.9,,6.2,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,0.5,,28 - 28,30.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,94.0,,113.0,127.0,150.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.9
1005464,1905,Topsy Hartsel,PHA,31,150,538,674,148,118,22,8,0,88,28,121,,,1,,14,,37,,0.275,,,,,,,,,,,0.18,,,0.409,0.346,0.755,0.071,,,,,,,,,,0.375,30.9,102,29.9,-2.0,19.1,-7.0,43.0,4.8,,5.9,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,1.3,,31 - 31,31.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,265.0,,133.0,107.0,93.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.8
1009352,1905,Danny Murphy,PHA,28,151,537,608,149,105,34,4,6,71,71,42,,,8,,21,,23,,0.277,,,,,,,,,,,0.069,,,0.339,0.389,0.728,0.112,,,,,,,,,,0.352,18.4,83,17.5,7.0,17.2,0.0,43.9,4.8,,5.3,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.6,,28 - 28,18.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,102.0,,110.0,120.0,148.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.8
1003370,1905,Jiggs Donahue,CHW,25,149,533,608,153,126,22,4,1,71,76,44,,,4,,27,,32,,0.287,,,,,,,,,,,0.07200000000000001,,,0.346,0.349,0.695,0.062,,,,,,,,,,0.338,12.7,77,15.8,11.0,17.2,-4.6,42.9,4.7,,5.5,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,2.0,,25 - 25,17.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,107.0,,113.0,108.0,82.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.7
1001304,1905,Bill Bradley,CLE,27,146,541,604,145,105,34,6,0,63,51,27,,,15,,21,,22,,0.268,,,,,,,,,,,0.045,,,0.321,0.353,0.674,0.085,,,,,,,,,,0.327,7.9,72,9.1,10.0,17.1,4.5,42.9,4.7,,5.9,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,0.6,,27 - 27,9.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,66.0,,104.0,109.0,112.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.7
1013075,1905,Joe Tinker,CHC,24,149,547,611,135,107,18,8,2,70,66,34,,,1,,29,,31,,0.247,,,,,,,,,,,0.055999999999999994,,,0.292,0.32,0.612,0.073,,,,,,,,,,0.297,-4.4,60,-11.4,22.0,17.3,9.2,43.2,4.6,,6.7,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,2.6,,24 - 24,-8.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,77.0,,90.0,93.0,91.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.6
1006148,1905,Miller Huggins,CIN,27,149,564,683,154,134,11,8,1,117,38,103,,,7,,9,,27,,0.273,,,,,,,,,,,0.151,,,0.392,0.326,0.718,0.053,,,,,,,,,,0.358,23.4,96,9.9,9.0,19.4,0.0,41.3,4.5,,6.4,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-0.8,,27 - 27,9.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,209.0,,120.0,95.0,66.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.5
1006555,1905,Fielder Jones,CHW,33,153,568,661,139,108,17,12,2,91,38,73,,,4,,16,,20,,0.245,,,,,,,,,,,0.11,,,0.335,0.327,0.662,0.083,,,,,,,,,,0.326,8.3,78,11.6,14.0,18.7,-3.8,41.5,4.5,,6.7,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,-0.7,,33 - 33,10.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,163.0,,109.0,101.0,109.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.5
1013542,1905,Bobby Wallace,SLB,31,156,587,641,159,124,25,9,1,67,59,45,,,1,,8,,13,,0.271,,,,,,,,,,,0.07,,,0.324,0.349,0.673,0.078,,,,,,,,,,0.326,8.0,76,10.8,1.0,18.2,9.6,39.4,4.4,,5.2,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-1.7,,31 - 31,9.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,104.0,,105.0,108.0,104.0,,,,,,,,,,,,,,,,,,,0,,,,,,4.4
